accession	organism	kingdom	length	tm_helix_start_leq_90
Q03220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	False
O13829	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261	False
P97450	Mus musculus	Metazoa	108	False
Q96AP4	Homo sapiens	Metazoa	578	False
Q8K330	Mus musculus	Metazoa	649	False
Q99743	Homo sapiens	Metazoa	824	False
P12333	Spinacia oleracea	Plants	267	False
Q9M8S7	Arabidopsis thaliana	Plants	313	False
A0A2H1A5W4	Candidozyma auris	Fungi	679	False
Q9Z1P6	Mus musculus	Metazoa	113	False
Q94FZ9	Brassica campestris	Plants	327	False
Q50L36	Populus alba	Plants	595	False
Q0DRX6	Oryza sativa subsp. japonica	Plants	902	False
P21396	Rattus norvegicus	Metazoa	526	False
Q3MIE4	Rattus norvegicus	Metazoa	404	False
Q91VN1	Mus musculus	Metazoa	368	False
O49595	Arabidopsis thaliana	Plants	178	False
O14113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	263	False
Q9LY99	Arabidopsis thaliana	Plants	249	True
O43058	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663	False
Q7SD06	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	469	False
Q9ZR03	Arabidopsis thaliana	Plants	229	True
Q6P9B9	Homo sapiens	Metazoa	1019	False
Q05166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528	False
O82734	Arabidopsis thaliana	Plants	324	False
Q05934	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	901	False
Q9HBH1	Homo sapiens	Metazoa	243	False
O04951	Arabidopsis thaliana	Plants	307	False
Q09858	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	False
Q9Y6E7	Homo sapiens	Metazoa	314	False
Q9V6U9	Drosophila melanogaster	Metazoa	357	False
Q96B26	Homo sapiens	Metazoa	276	False
Q8VCX5	Mus musculus	Metazoa	477	False
G8B839	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	Fungi	266	False
Q5QD04	Mus musculus	Metazoa	348	True
Q05648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	False
Q8C0X2	Mus musculus	Metazoa	565	False
Q96RG2	Homo sapiens	Metazoa	1323	False
P06509	Spinacia oleracea	Plants	272	False
Q8C624	Mus musculus	Metazoa	132	False
Q22100	Caenorhabditis elegans	Metazoa	407	False
P40079	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	357	False
Q8JZU0	Mus musculus	Metazoa	352	False
Q15637	Homo sapiens	Metazoa	639	False
O43324	Homo sapiens	Metazoa	174	False
Q6P926	Mus musculus	Metazoa	205	False
Q06632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1357	False
P46970	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1048	False
Q9DAQ9	Mus musculus	Metazoa	154	False
Q9NVU0	Homo sapiens	Metazoa	708	False
Q9N2I8	Bos taurus	Metazoa	511	False
Q8GY65	Arabidopsis thaliana	Plants	343	False
Q9QZL0	Mus musculus	Metazoa	486	False
P38705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	446	False
Q6A037	Mus musculus	Metazoa	893	False
O08878	Rattus norvegicus	Metazoa	375	True
Q7Z6G3	Homo sapiens	Metazoa	386	False
P62316	Homo sapiens	Metazoa	118	False
Q9M001	Arabidopsis thaliana	Plants	399	False
Q9WVC3	Mus musculus	Metazoa	162	False
Q9NZ71	Homo sapiens	Metazoa	1219	False
Q7ZTP2	Xenopus laevis	Metazoa	394	False
P36614	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	305	False
Q6K9N1	Oryza sativa subsp. japonica	Plants	463	False
P42866	Mus musculus	Metazoa	398	True
Q9BQ52	Homo sapiens	Metazoa	826	False
P54401	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	452	False
P36525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	False
Q92207	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	377	False
Q8TD26	Homo sapiens	Metazoa	2715	False
P62304	Homo sapiens	Metazoa	92	False
O60755	Homo sapiens	Metazoa	368	True
Q8VDN2	Mus musculus	Metazoa	1023	False
A1Z9J4	Drosophila melanogaster	Metazoa	217	False
Q9Y5J3	Homo sapiens	Metazoa	304	False
O54697	Rattus norvegicus	Metazoa	745	True
Q9FNY0	Arabidopsis thaliana	Plants	485	False
P38193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441	False
P00856	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	48	True
Q12093	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	False
Q13164	Homo sapiens	Metazoa	816	False
O74833	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	913	False
Q9HCU9	Homo sapiens	Metazoa	246	False
Q5XVF0	Arabidopsis thaliana	Plants	666	False
F4INA9	Arabidopsis thaliana	Plants	973	False
Q9LQI7	Arabidopsis thaliana	Plants	227	False
Q9I8A3	Xenopus laevis	Metazoa	294	False
Q9LHJ3	Arabidopsis thaliana	Plants	72	True
P36121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282	False
Q9QZS8	Mus musculus	Metazoa	854	False
Q22227	Caenorhabditis elegans	Metazoa	672	False
Q922R5	Mus musculus	Metazoa	820	False
Q9UJX3	Homo sapiens	Metazoa	565	False
Q94ID3	Arabidopsis thaliana	Plants	357	False
Q10587	Homo sapiens	Metazoa	303	False
Q5VUA4	Homo sapiens	Metazoa	2279	False
Q804Q5	Danio rerio	Metazoa	430	False
Q8GSM3	Hordeum vulgare	Plants	932	False
O88667	Mus musculus	Metazoa	308	False
P52301	Xenopus laevis	Metazoa	216	False
Q15847	Homo sapiens	Metazoa	76	False
Q9HDW8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	146	False
P51122	Bos taurus	Metazoa	249	False
P51140	Drosophila melanogaster	Metazoa	623	False
O59836	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	545	False
Q873E4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	240	False
Q90Z72	Gallus gallus	Metazoa	458	False
Q12204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715	False
P38210	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180	False
P02264	Oncorhynchus mykiss	Metazoa	128	False
Q949Q5	Arabidopsis thaliana	Plants	140	True
Q60636	Mus musculus	Metazoa	856	False
P54074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624	True
Q7Z7C8	Homo sapiens	Metazoa	310	False
Q9SUP6	Arabidopsis thaliana	Plants	324	False
Q3KRC6	Rattus norvegicus	Metazoa	795	True
Q9JM15	Rattus norvegicus	Metazoa	485	True
Q9USZ6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False
Q9NRN9	Homo sapiens	Metazoa	209	False
P32335	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	436	False
B8ARK7	Oryza sativa subsp. indica	Plants	483	False
Q0VG06	Homo sapiens	Metazoa	881	False
Q3E7Y6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	73	False
Q9M548	Arabidopsis thaliana	Plants	626	False
O43772	Homo sapiens	Metazoa	301	True
P00367	Homo sapiens	Metazoa	558	False
P47709	Rattus norvegicus	Metazoa	684	False
Q7TPV4	Mus musculus	Metazoa	1344	False
P07332	Homo sapiens	Metazoa	822	False
Q08357	Homo sapiens	Metazoa	652	True
Q80Z64	Mus musculus	Metazoa	305	False
O60313	Homo sapiens	Metazoa	960	False
P35062	Gallus gallus	Metazoa	129	False
Q96GN5	Homo sapiens	Metazoa	454	False
O13898	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	893	True
Q6IVV8	Danio rerio	Metazoa	904	False
Q39033	Arabidopsis thaliana	Plants	581	False
Q9FJN9	Arabidopsis thaliana	Plants	220	False
Q9ASS2	Arabidopsis thaliana	Plants	601	False
Q9USM4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264	False
Q15796	Homo sapiens	Metazoa	467	False
Q9SAF6	Arabidopsis thaliana	Plants	1128	False
Q8R4I4	Mus musculus	Metazoa	468	False
P09595	Spinacia oleracea	Plants	218	False
P47825	Drosophila melanogaster	Metazoa	921	False
P28776	Mus musculus	Metazoa	407	False
Q08421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412	False
I1RC73	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	492	False
P35396	Mus musculus	Metazoa	440	False
P58295	Rattus norvegicus	Metazoa	799	False
P00300	Scenedesmus fuscus	Plants	98	False
Q9JJL3	Mus musculus	Metazoa	689	True
P02263	Gallus gallus	Metazoa	129	False
Q13177	Homo sapiens	Metazoa	524	False
Q9CZW6	Mus musculus	Metazoa	359	False
Q63707	Rattus norvegicus	Metazoa	395	True
P61092	Mus musculus	Metazoa	282	False
Q7RX40	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	158	False
P38782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False
Q9LMN4	Arabidopsis thaliana	Plants	97	False
Q13418	Homo sapiens	Metazoa	452	False
P30757	Sipunculus nudus	Metazoa	123	False
P43286	Arabidopsis thaliana	Plants	287	True
Q91V14	Mus musculus	Metazoa	1138	False
P24343	Gallus gallus	Metazoa	266	False
Q9Y0B7	Dictyostelium discoideum	Other	305	False
Q57X81	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	1077	False
Q60775	Mus musculus	Metazoa	612	False
Q717R9	Homo sapiens	Metazoa	158	False
Q6DE87	Xenopus laevis	Metazoa	474	False
Q9ES73	Rattus norvegicus	Metazoa	775	False
P24783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	546	False
P49207	Homo sapiens	Metazoa	117	False
Q5T9A4	Homo sapiens	Metazoa	648	False
P55263	Homo sapiens	Metazoa	362	False
P00257	Bos taurus	Metazoa	186	False
P46943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	645	False
Q06163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	884	False
Q5XK83	Xenopus laevis	Metazoa	858	False
P40090	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624	False
Q8IY37	Homo sapiens	Metazoa	1157	False
P28147	Arabidopsis thaliana	Plants	200	False
Q96C36	Homo sapiens	Metazoa	320	False
Q6NT76	Homo sapiens	Metazoa	420	False
P49334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	152	False
Q9BY77	Homo sapiens	Metazoa	421	False
P54657	Dictyostelium discoideum	Other	213	False
P25582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841	False
O94956	Homo sapiens	Metazoa	709	True
P49454	Homo sapiens	Metazoa	3114	False
Q767K8	Sus scrofa	Metazoa	258	False
J9VF33	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1408	False
Q9ULP9	Homo sapiens	Metazoa	559	False
P38482	Chlamydomonas reinhardtii	Plants	574	False
Q6IB77	Homo sapiens	Metazoa	296	False
P04143	Rattus norvegicus	Metazoa	150	False
Q99549	Homo sapiens	Metazoa	860	False
Q60953	Mus musculus	Metazoa	885	False
P38919	Homo sapiens	Metazoa	411	False
Q18616	Caenorhabditis elegans	Metazoa	537	False
Q9V460	Drosophila melanogaster	Metazoa	1078	False
P57744	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	87	False
Q43386	Arabidopsis thaliana	Plants	204	False
Q14699	Homo sapiens	Metazoa	578	False
Q9NVI1	Homo sapiens	Metazoa	1328	False
Q09961	Caenorhabditis elegans	Metazoa	148	False
O14044	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False
P42680	Homo sapiens	Metazoa	631	False
Q04863	Mus musculus	Metazoa	558	False
Q42512	Arabidopsis thaliana	Plants	139	False
Q69ZQ1	Mus musculus	Metazoa	716	True
Q96MG7	Homo sapiens	Metazoa	304	False
P42231	Ovis aries	Metazoa	794	False
Q9WTW5	Mus musculus	Metazoa	551	True
Q9STY4	Arabidopsis thaliana	Plants	599	False
Q9SF86	Arabidopsis thaliana	Plants	418	False
Q9Y6K1	Homo sapiens	Metazoa	912	False
Q9H221	Homo sapiens	Metazoa	673	False
Q6IPR1	Homo sapiens	Metazoa	90	False
Q9LVG4	Arabidopsis thaliana	Plants	495	False
Q09591	Caenorhabditis elegans	Metazoa	1244	False
Q9BZR9	Homo sapiens	Metazoa	551	False
P13574	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	688	False
Q9M9V6	Arabidopsis thaliana	Plants	562	False
Q6T938	Danio rerio	Metazoa	355	False
G5EDE2	Caenorhabditis elegans	Metazoa	175	False
Q8R0N6	Mus musculus	Metazoa	465	False
P38777	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	243	False
Q9UJ83	Homo sapiens	Metazoa	578	False
O75530	Homo sapiens	Metazoa	441	False
O13684	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261	False
Q9NP98	Homo sapiens	Metazoa	299	False
Q8BG07	Mus musculus	Metazoa	503	True
Q9Z0J5	Rattus norvegicus	Metazoa	526	False
Q9T6H8	Arabidopsis thaliana	Plants	382	True
Q9XVS8	Caenorhabditis elegans	Metazoa	405	False
Q8IY57	Homo sapiens	Metazoa	180	False
Q9D074	Mus musculus	Metazoa	532	False
Q8WTT2	Homo sapiens	Metazoa	800	False
Q9NPG3	Homo sapiens	Metazoa	1134	False
Q5NCS9	Mus musculus	Metazoa	454	True
I3W9F7	Rhizophagus irregularis	Fungi	316	True
P35125	Homo sapiens	Metazoa	1406	False
Q04231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False
P53920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	997	False
P62314	Homo sapiens	Metazoa	119	False
P00403	Homo sapiens	Metazoa	227	True
Q9CXW3	Mus musculus	Metazoa	229	False
Q8TD19	Homo sapiens	Metazoa	979	False
Q9H6R0	Homo sapiens	Metazoa	707	False
Q15477	Homo sapiens	Metazoa	1246	False
Q9XVS4	Caenorhabditis elegans	Metazoa	971	False
Q9ZQS5	Cyanidium caldarium	Other	154	False
P28159	Drosophila melanogaster	Metazoa	594	False
O49429	Arabidopsis thaliana	Plants	419	False
Q9Y530	Homo sapiens	Metazoa	152	False
Q8BJS4	Mus musculus	Metazoa	731	False
Q9UNN4	Homo sapiens	Metazoa	478	False
P08529	Zea mays	Plants	123	False
Q8R1S9	Mus musculus	Metazoa	547	False
P10771	Caenorhabditis elegans	Metazoa	208	False
P30302	Arabidopsis thaliana	Plants	285	True
Q08752	Homo sapiens	Metazoa	370	False
P02256	Parechinus angulosus	Metazoa	248	False
Q9FNI1	Arabidopsis thaliana	Plants	122	False
Q9LK29	Arabidopsis thaliana	Plants	307	False
P43252	Mus musculus	Metazoa	415	True
Q9XXK1	Caenorhabditis elegans	Metazoa	538	False
P32570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121	False
Q940L4	Arabidopsis thaliana	Plants	649	False
P83526	Nicotiana tabacum	Plants	97	False
Q9UTQ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	339	False
O82796	Arabidopsis thaliana	Plants	295	False
Q9LPV5	Arabidopsis thaliana	Plants	502	True
P38816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342	False
Q1W6H9	Homo sapiens	Metazoa	321	False
Q944G9	Arabidopsis thaliana	Plants	398	False
Q1K6P0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	352	False
Q7SG49	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	414	False
O60094	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	959	False
O94621	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	365	False
Q6ATB4	Oryza sativa subsp. japonica	Plants	583	False
Q8BMD2	Mus musculus	Metazoa	852	False
Q05635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	350	False
Q8LB02	Arabidopsis thaliana	Plants	280	False
Q9QZ85	Mus musculus	Metazoa	413	False
O74808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1238	False
Q9BYC8	Homo sapiens	Metazoa	188	False
P09016	Homo sapiens	Metazoa	255	False
Q96G91	Homo sapiens	Metazoa	374	True
Q7RYL4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	268	False
P92949	Arabidopsis thaliana	Plants	725	True
Q9C7A2	Arabidopsis thaliana	Plants	590	False
Q8NDX1	Homo sapiens	Metazoa	1056	False
P09086	Homo sapiens	Metazoa	479	False
P22216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	821	False
P70210	Mus musculus	Metazoa	439	False
C4M1E4	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	1153	False
Q9D385	Mus musculus	Metazoa	163	False
P38812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185	False
P14284	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1504	False
O64759	Arabidopsis thaliana	Plants	569	True
P06239	Homo sapiens	Metazoa	509	False
P37234	Xenopus laevis	Metazoa	477	False
Q93V85	Arabidopsis thaliana	Plants	417	False
Q00381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	147	False
Q8H1D6	Arabidopsis thaliana	Plants	467	False
Q9UKL3	Homo sapiens	Metazoa	1982	False
Q7Z403	Homo sapiens	Metazoa	805	False
Q91Y77	Rattus norvegicus	Metazoa	514	True
P78811	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	506	False
Q9NRY7	Homo sapiens	Metazoa	297	False
Q9LYE4	Arabidopsis thaliana	Plants	344	False
O35942	Mus musculus	Metazoa	443	False
Q96N77	Homo sapiens	Metazoa	438	False
P82715	Arabidopsis thaliana	Plants	297	False
O04294	Arabidopsis thaliana	Plants	531	False
Q0JA81	Oryza sativa subsp. japonica	Plants	819	False
P04117	Mus musculus	Metazoa	132	False
Q16774	Homo sapiens	Metazoa	197	False
P53294	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	404	False
Q8NDL9	Homo sapiens	Metazoa	886	False
P10790	Bos taurus	Metazoa	133	False
Q5SWZ9	Mus musculus	Metazoa	221	True
Q13490	Homo sapiens	Metazoa	618	False
Q8WVM0	Homo sapiens	Metazoa	346	False
Q00899	Mus musculus	Metazoa	414	False
Q80XF7	Rattus norvegicus	Metazoa	440	True
Q96DY5	Mus musculus	Metazoa	654	False
Q8RWS4	Arabidopsis thaliana	Plants	444	False
Q8W117	Arabidopsis thaliana	Plants	511	False
Q8IMZ9	Drosophila melanogaster	Metazoa	853	False
Q98867	Danio rerio	Metazoa	427	False
H1AFJ5	Neoceratodus forsteri	Metazoa	655	True
Q6PI79	Xenopus laevis	Metazoa	136	False
Q84JU4	Arabidopsis thaliana	Plants	257	False
P93025	Arabidopsis thaliana	Plants	915	False
Q9P3B2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	242	True
Q9Y825	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	False
Q95NM6	Caenorhabditis elegans	Metazoa	308	False
Q9Y091	Drosophila melanogaster	Metazoa	536	False
P0DW10	Neurospora crassa	Fungi	244	False
Q9NVD3	Homo sapiens	Metazoa	440	False
Q9Y692	Homo sapiens	Metazoa	573	False
P38937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	262	False
P40417	Drosophila melanogaster	Metazoa	376	False
P38915	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	602	False
Q6RX08	Oryctolagus cuniculus	Metazoa	842	False
P38292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	413	True
Q9JK95	Mus musculus	Metazoa	193	True
O22137	Arabidopsis thaliana	Plants	613	False
P38910	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	106	False
Q22812	Caenorhabditis elegans	Metazoa	399	False
P19956	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	98	False
Q9UHP7	Homo sapiens	Metazoa	191	True
P39023	Homo sapiens	Metazoa	403	False
P06267	Marchantia polymorpha	Plants	289	False
Q86SG2	Homo sapiens	Metazoa	305	False
Q10146	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	777	False
P40028	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	759	False
B3EWF7	Homo sapiens	Metazoa	344	False
Q6ZMI3	Homo sapiens	Metazoa	551	True
Q28756	Ovis aries	Metazoa	391	True
Q13232	Homo sapiens	Metazoa	169	False
P22061	Homo sapiens	Metazoa	227	False
P50591	Homo sapiens	Metazoa	281	True
Q9HC36	Homo sapiens	Metazoa	420	False
Q9FJH5	Arabidopsis thaliana	Plants	283	False
Q8GSJ6	Arabidopsis thaliana	Plants	154	True
Q61502	Mus musculus	Metazoa	335	False
Q9M065	Arabidopsis thaliana	Plants	412	False
P41241	Mus musculus	Metazoa	450	False
O60516	Homo sapiens	Metazoa	100	False
P48547	Homo sapiens	Metazoa	511	False
P82129	Spinacia oleracea	Plants	155	False
P14206	Mus musculus	Metazoa	295	False
Q9QZA2	Rattus norvegicus	Metazoa	873	False
Q9FLY0	Arabidopsis thaliana	Plants	325	False
O94316	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	984	False
P38925	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	575	True
P56559	Homo sapiens	Metazoa	192	False
Q9HCJ1	Homo sapiens	Metazoa	492	True
P42777	Arabidopsis thaliana	Plants	270	False
Q63623	Rattus norvegicus	Metazoa	1268	False
Q9D5T7	Mus musculus	Metazoa	392	False
Q03020	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	165	False
Q8H0U8	Arabidopsis thaliana	Plants	1166	False
Q3KRE0	Rattus norvegicus	Metazoa	591	False
E2RTQ7	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	311	False
P29056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	596	False
Q23175	Caenorhabditis elegans	Metazoa	439	False
Q9USX4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	108	False
Q02771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	107	False
Q9LNW3	Arabidopsis thaliana	Plants	442	False
Q84MC2	Arabidopsis thaliana	Plants	216	False
P42124	Drosophila melanogaster	Metazoa	760	False
P49687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1317	False
Q8TBZ6	Homo sapiens	Metazoa	339	False
Q62826	Rattus norvegicus	Metazoa	690	False
Q5XJY4	Mus musculus	Metazoa	377	False
Q9Y5B8	Homo sapiens	Metazoa	376	False
F1PTE3	Canis lupus familiaris	Metazoa	203	False
P41227	Homo sapiens	Metazoa	235	False
P34802	Arabidopsis thaliana	Plants	371	False
Q9W1H4	Drosophila melanogaster	Metazoa	747	False
Q6NUA1	Xenopus laevis	Metazoa	633	False
P70281	Mus musculus	Metazoa	254	False
P48360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	493	False
Q9GZZ9	Homo sapiens	Metazoa	404	False
Q810S1	Mus musculus	Metazoa	345	False
P09024	Mus musculus	Metazoa	217	False
P52952	Homo sapiens	Metazoa	324	False
P0CG13	Homo sapiens	Metazoa	121	False
Q8GZB6	Arabidopsis thaliana	Plants	624	False
O75431	Homo sapiens	Metazoa	263	False
Q3E764	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	64	False
O43822	Homo sapiens	Metazoa	256	False
Q01538	Homo sapiens	Metazoa	1121	False
P40099	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	False
Q6ZRQ5	Homo sapiens	Metazoa	1243	False
O94812	Homo sapiens	Metazoa	1187	False
P17275	Homo sapiens	Metazoa	347	False
P31943	Homo sapiens	Metazoa	449	False
Q9NZM1	Homo sapiens	Metazoa	2061	False
P49364	Pisum sativum	Plants	408	False
Q9NV31	Homo sapiens	Metazoa	184	False
Q9FLI7	Arabidopsis thaliana	Plants	108	False
Q15382	Homo sapiens	Metazoa	184	False
P53203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	462	False
B3H615	Arabidopsis thaliana	Plants	262	False
Q9S9W2	Arabidopsis thaliana	Plants	254	False
Q93008	Homo sapiens	Metazoa	2554	False
Q8K211	Mus musculus	Metazoa	196	True
P32480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	False
P97438	Mus musculus	Metazoa	426	True
O13988	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	555	False
Q8NBV4	Homo sapiens	Metazoa	271	False
Q94131	Caenorhabditis elegans	Metazoa	335	False
P02831	Mus musculus	Metazoa	443	False
Q06510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381	False
Q91X56	Mus musculus	Metazoa	400	True
Q62520	Mus musculus	Metazoa	530	False
P54136	Homo sapiens	Metazoa	660	False
Q9CQ70	Mus musculus	Metazoa	111	False
Q8AWF4	Xenopus laevis	Metazoa	462	False
Q04748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	898	False
P10175	Bos taurus	Metazoa	70	True
Q96QV6	Homo sapiens	Metazoa	131	False
Q12165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	160	False
O55035	Rattus norvegicus	Metazoa	752	False
Q8R500	Rattus norvegicus	Metazoa	757	False
P09922	Mus musculus	Metazoa	631	False
Q03413	Xenopus laevis	Metazoa	498	False
Q96E35	Homo sapiens	Metazoa	227	False
P0C0W9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False
Q9R080	Rattus norvegicus	Metazoa	673	False
A4FUC0	Bos taurus	Metazoa	423	False
O82204	Arabidopsis thaliana	Plants	143	False
Q9H2Y9	Homo sapiens	Metazoa	848	False
P47041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	543	False
Q6VAK4	Oryza sativa subsp. japonica	Plants	149	False
Q9HCC8	Homo sapiens	Metazoa	539	True
Q7S2C2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	119	False
P30657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266	False
S0DQI7	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	316	False
Q96ST3	Homo sapiens	Metazoa	1273	False
Q9C0N3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	90	False
Q9DC04	Mus musculus	Metazoa	966	False
Q6DID3	Mus musculus	Metazoa	1268	False
Q9H5P4	Homo sapiens	Metazoa	1033	False
P38859	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1522	False
